label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
Table,0.5973828434944153,0.9153624773025512,8.54097450542213e-08,0.5980939269065857,0.8626277446746826,-0.0069548483006656,0.5786459445953369,0.8001528382301331,-0.011949093081057,0.5541199445724487,0.7573443651199341,-0.0154027389362454,0.5283772945404053,0.731147050857544,-0.0206979401409626,0.5712699890136719,0.8093329071998596,-0.0271095018833875,0.5365809798240662,0.7770283222198486,-0.0396091192960739,0.5108873248100281,0.7615994215011597,-0.0474531985819339,0.4892845749855041,0.752080500125885,-0.0525864139199256,0.5559031963348389,0.8393483757972717,-0.0295122843235731,0.521264910697937,0.8108808398246765,-0.039471473544836,0.4952927231788635,0.7937506437301636,-0.0451797246932983,0.4748728573322296,0.7802333235740662,-0.0510147511959075,0.5415185689926147,0.8719899654388428,-0.0315471850335598,0.5093768835067749,0.8450627326965332,-0.0392202101647853,0.4873635172843933,0.8273923993110657,-0.0415536575019359,0.4707253277301788,0.8124880790710449,-0.0446393489837646,0.5282045006752014,0.9044171571731568,-0.0336863063275814,0.5022920370101929,0.8785107731819153,-0.0411591045558452,0.4848023951053619,0.8621088862419128,-0.0429111495614051,0.4708853960037231,0.8484670519828796,-0.044425144791603
Table,0.3554653525352478,0.8715187311172485,-3.727244735074464e-09,0.3349496722221374,0.8274587392807007,-0.0083460053429007,0.3249276280403137,0.7775998711585999,-0.0188587550073862,0.323261946439743,0.7385250329971313,-0.0273746103048324,0.3277174234390259,0.7115363478660583,-0.0349005497992038,0.3304969072341919,0.7972700595855713,-0.037606343626976,0.332189679145813,0.7741667628288269,-0.0549574233591556,0.3319755792617798,0.7610648274421692,-0.0651130527257919,0.3273188173770904,0.7549963593482971,-0.071302555501461,0.3534587323665619,0.8131688237190247,-0.0403891801834106,0.3528757691383362,0.7943074703216553,-0.0561939403414726,0.3532782793045044,0.785161018371582,-0.059796892106533,0.3517581224441528,0.7834638953208923,-0.0624567419290542,0.3779264092445373,0.8256934881210327,-0.0420128442347049,0.3811600506305694,0.8073004484176636,-0.0530017837882041,0.3801293671131134,0.8020551204681396,-0.0480745360255241,0.3759396374225616,0.8049654364585876,-0.0444984659552574,0.4012488126754761,0.8356174230575562,-0.0443347617983818,0.4111177921295166,0.8174062371253967,-0.0508310496807098,0.4081095159053802,0.8101135492324829,-0.0467635728418827,0.4039263427257538,0.8083673119544983,-0.0432399548590183
Table,0.5708408951759338,0.909189760684967,2.413856670102632e-08,0.6013326644897461,0.8665786981582642,-0.0175994765013456,0.61998051404953,0.8196773529052734,-0.0287144798785448,0.6152811646461487,0.7849590182304382,-0.0368639640510082,0.5966076850891113,0.7795509099960327,-0.0435921587049961,0.5639498233795166,0.8210614919662476,-0.0227450653910636,0.5502644181251526,0.8005483746528625,-0.037862978875637,0.5513664484024048,0.8039008378982544,-0.049312986433506,0.5517059564590454,0.813079833984375,-0.0547372698783874,0.5379236340522766,0.8391234278678894,-0.0178107116371393,0.5200293064117432,0.8081466555595398,-0.0293625462800264,0.52069091796875,0.8060670495033264,-0.0377560220658779,0.5223169922828674,0.813313364982605,-0.0429182760417461,0.518460214138031,0.8530007600784302,-0.0136777441948652,0.5059356093406677,0.8219383955001831,-0.0223094765096902,0.5069267153739929,0.8206352591514587,-0.0248963572084903,0.5078978538513184,0.8267533183097839,-0.0256585516035556,0.5054743885993958,0.8634710311889648,-0.010684854350984,0.4952765107154846,0.8358230590820312,-0.0145031437277793,0.4953335523605346,0.8338504433631897,-0.0128354150801897,0.4956888854503631,0.837851345539093,-0.0106915747746825
Table,0.3015042841434479,0.7986525893211365,-4.63579056031449e-07,0.2755513191223144,0.8254796266555786,-0.0249777529388666,0.2486379593610763,0.8482512831687927,-0.0468583814799785,0.2228597104549408,0.8633573055267334,-0.0651701316237449,0.1956072151660919,0.8633872866630554,-0.0844486057758331,0.2699889242649078,0.8111634850502014,-0.0616749599575996,0.2796986997127533,0.8546105623245239,-0.0946012213826179,0.2804881334304809,0.8894225358963013,-0.1175911948084831,0.2751265168190002,0.918620467185974,-0.130584567785263,0.3021489083766937,0.8041149377822876,-0.0633663982152938,0.3103161454200744,0.8529648184776306,-0.0925617739558219,0.3077114820480346,0.8972526788711548,-0.1052026078104972,0.3010197877883911,0.931037187576294,-0.1141510084271431,0.3309244215488434,0.8020638227462769,-0.0649018809199333,0.3410294950008392,0.8470768928527832,-0.0968432575464248,0.3404478430747986,0.8923767805099487,-0.0974196791648864,0.3344132304191589,0.9266844391822816,-0.0945697501301765,0.3531559407711029,0.8057958483695984,-0.0674866735935211,0.3695113658905029,0.8380418419837952,-0.092846430838108,0.3721249103546142,0.8736523389816284,-0.0895466059446334,0.3682297766208648,0.9037694931030272,-0.0842427089810371
Table,0.302782654762268,0.7146015763282776,1.1150948608928957e-07,0.3333714604377746,0.7462576627731323,-0.0135820470750331,0.3537958562374115,0.7970133423805237,-0.0239639356732368,0.3582403063774109,0.8484485149383545,-0.0321219973266124,0.3468985259532928,0.8838918209075928,-0.0394812114536762,0.3209434151649475,0.7946150898933411,-0.0341932959854602,0.3182701170444488,0.8636733293533325,-0.0477841272950172,0.3131870031356811,0.8987828493118286,-0.0527672134339809,0.3069523572921753,0.9230085611343384,-0.0546268634498119,0.291720300912857,0.8008068203926086,-0.0323744937777519,0.2884387671947479,0.8703402280807495,-0.0436067134141922,0.2837330400943756,0.9027332067489624,-0.0450869910418987,0.2767944633960724,0.9204576015472412,-0.045890137553215,0.2664759457111358,0.8073046803474426,-0.0307735782116651,0.2642274498939514,0.8735184073448181,-0.0416654646396636,0.2589718997478485,0.90030437707901,-0.0419958978891372,0.2519286572933197,0.9096022844314576,-0.0408667214214801,0.2474124729633331,0.8152129650115967,-0.0297771468758583,0.2375017702579498,0.8668753504753113,-0.0390747040510177,0.2281920611858368,0.8833881616592407,-0.0399343036115169,0.2187682837247848,0.8850735425949097,-0.0388874001801013
Table,0.3133866786956787,0.7051957845687866,9.981710746842509e-08,0.3318948745727539,0.7493985295295715,-0.0075566479936242,0.3425220251083374,0.7975737452507019,-0.0152008105069398,0.3427021503448486,0.8304832577705383,-0.0222142860293388,0.329711765050888,0.8417038321495056,-0.0288805831223726,0.3083178997039795,0.7975701093673706,-0.0191903598606586,0.2993998229503631,0.8491247296333313,-0.0292708408087492,0.2937991321086883,0.8741095662117004,-0.0338580049574375,0.2897558212280273,0.890518307685852,-0.0360842905938625,0.2836458086967468,0.7941834330558777,-0.020392756909132,0.2719807624816894,0.846899151802063,-0.0288339853286743,0.2641952633857727,0.8722770810127258,-0.0311277564615011,0.2570904791355133,0.8873503804206848,-0.0320065692067146,0.26230588555336,0.7888426780700684,-0.0218390077352523,0.2509776651859283,0.8405741453170776,-0.0284190848469734,0.2434233278036117,0.8674353957176208,-0.0277104973793029,0.2363436222076416,0.8840833306312561,-0.026075080037117,0.2448614835739135,0.7835322618484497,-0.023829149082303,0.2309735715389251,0.8259409070014954,-0.0274676997214555,0.2243232280015945,0.8537530303001404,-0.0261436216533184,0.2190455049276352,0.8737199306488037,-0.0242455266416072
Table,0.3047502338886261,0.7101468443870544,2.807938983551139e-07,0.3207208216190338,0.7406452298164368,-0.0235585030168294,0.325762003660202,0.7835808396339417,-0.0380130782723426,0.3234631419181824,0.8176902532577515,-0.0480751246213912,0.314660370349884,0.8408648371696472,-0.0574164167046546,0.2871956825256347,0.783741295337677,-0.0416569001972675,0.2651875019073486,0.8341716527938843,-0.0580646358430385,0.2482314258813858,0.8614566922187805,-0.0669466257095336,0.2330543100833892,0.8820277452468872,-0.0717627704143524,0.2632974684238434,0.7770178914070129,-0.0358624421060085,0.2388400435447693,0.8247024416923523,-0.0507127158343791,0.2208238840103149,0.853524386882782,-0.0577622205018997,0.205473244190216,0.8754894137382507,-0.0622174628078937,0.2464333474636078,0.7728903293609619,-0.030924018472433,0.2241752445697784,0.8156450390815735,-0.043305430561304,0.2086151540279388,0.8440515995025635,-0.0486458390951156,0.1957989335060119,0.8652466535568237,-0.0512437373399734,0.2369422763586044,0.7726303339004517,-0.0274102818220853,0.2159734964370727,0.8060054779052734,-0.0370723567903041,0.202860489487648,0.8295455574989319,-0.041248396039009,0.1931408047676086,0.848422646522522,-0.0433595217764377
Table,0.2768604755401611,0.8376065492630005,-1.207085631449445e-07,0.3096868097782135,0.8279752731323242,-0.0146649535745382,0.3412342667579651,0.8199988603591919,-0.0350574254989624,0.3568548858165741,0.8094791769981384,-0.0535090453922748,0.355060875415802,0.7956634163856506,-0.0727148205041885,0.3185102641582489,0.8079860806465149,-0.0580194741487503,0.3158021867275238,0.839905858039856,-0.0745709687471389,0.3150606751441955,0.8348950147628784,-0.0808073058724403,0.3122825622558594,0.826324999332428,-0.0841175764799118,0.2857536077499389,0.8061778545379639,-0.0592554025352001,0.2883144915103912,0.8468486666679382,-0.0721477046608924,0.2870392501354217,0.8450947999954224,-0.0710760876536369,0.2824975848197937,0.8317285776138306,-0.0726513192057609,0.2566638886928558,0.8148055076599121,-0.0589111261069774,0.2605718672275543,0.8517897129058838,-0.0699330046772956,0.258678674697876,0.8473759889602661,-0.0642618015408515,0.2548262774944305,0.8327195048332214,-0.0614071860909462,0.2325420975685119,0.8286253213882446,-0.0590444207191467,0.2345644235610962,0.8611781597137451,-0.065922662615776,0.2318770140409469,0.8562985062599182,-0.0596520788967609,0.2272168397903442,0.8410803079605103,-0.0560675151646137
Table,0.3082622289657593,0.8205806016921997,-9.825372160321424e-08,0.3412370681762695,0.8255660533905029,-0.0151669308543205,0.3680625855922699,0.8379374146461487,-0.0304433014243841,0.3883692622184753,0.8398647308349609,-0.045393094420433,0.405713140964508,0.8293005228042603,-0.0607052519917488,0.3569549322128296,0.7780114412307739,-0.037703450769186,0.3615613281726837,0.8419954180717468,-0.0631828755140304,0.3622943758964538,0.8821688890457153,-0.0814821496605873,0.3620297610759735,0.9048992395401,-0.0918380096554756,0.3239049017429352,0.7783019542694092,-0.0413037911057472,0.3325441181659698,0.8549569845199585,-0.0620219632983207,0.3360048532485962,0.8941492438316345,-0.0686515718698501,0.338113784790039,0.914095103740692,-0.0740677043795585,0.2962240874767303,0.7871606945991516,-0.0456464886665344,0.3057973384857178,0.8572782874107361,-0.064731553196907,0.3111118674278259,0.8932264447212219,-0.0614016987383365,0.3142361938953399,0.9123597145080566,-0.0581103302538394,0.2739598751068115,0.8001952767372131,-0.0516631193459034,0.2811379134654999,0.8557133674621582,-0.0625165328383445,0.290507972240448,0.8847469091415405,-0.0568411089479923,0.2967081069946289,0.902325451374054,-0.0517926327884197
Table,0.2851291000843048,0.8473613262176514,-6.654255457760885e-08,0.3164684176445007,0.8361802697181702,-0.0068855588324368,0.3434414267539978,0.8372108340263367,-0.0185784101486206,0.3594273924827575,0.8464489579200745,-0.0327552184462547,0.3716776967048645,0.8608223795890808,-0.0480945296585559,0.3446583151817322,0.7782495021820068,-0.0163745824247598,0.3611022233963012,0.8231186270713806,-0.0402498580515384,0.3633048236370086,0.8644210696220398,-0.0569450110197067,0.3609643578529358,0.8937272429466248,-0.0651552751660347,0.3158708214759826,0.7822104096412659,-0.0229001995176076,0.3324902355670929,0.8351325392723083,-0.0418482795357704,0.3350898921489715,0.8784431219100952,-0.047749288380146,0.3349728584289551,0.9020102620124816,-0.0499191917479038,0.2889025211334228,0.7968465089797974,-0.0308975968509912,0.3031280934810638,0.8459417819976807,-0.0491904839873313,0.3068987429141998,0.883554995059967,-0.0459036529064178,0.3073716163635254,0.9038183689117432,-0.0399495922029018,0.266926109790802,0.8167990446090698,-0.039663840085268,0.2793587744235992,0.8548402190208435,-0.0490877218544483,0.2861282527446747,0.8826451897621155,-0.0422443896532058,0.2891549468040466,0.8986040949821472,-0.0346351377665996
